1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
		CCR4																	OCH1							YHR192W																	ITR2									1776844_at	RPB7																YKR075C		
		MDM30																	YFR006W							YCR075W-A																	RET1									AAH1	EMP47																YLR137W		
		CNM67																	ORC5							YDL085C-A																	MEX67									AIR1	SBE2																YMR265C		
		RMA1																	PEX2							YDL160C-A																	GCD6									ATC1	VPS74																ARG82		
		TOS3																	PHO87							YGL242C																	NUP85									DCD1	RET3																CHL4		
		SNF3																	PLB2							YGR035C																	GEA1									DHR2	IFA38																TIF4632		
		ELA1																	PPT2							YMR185W																	PAN5									FUN30	PAM17																YKR045C		
		MDM36																	PRM5							YOL038C-A																	MAG2									RPS0A	VPS68																		
		YCR076C																	PSR2							YOR238W																	NUP84									HXT2	GBP2																		
		SAS5																	YGL036W							OCA2																	YGL079W									JJJ3	SEC53																		
		HSH49																	PUT4							SER3																	ARD1									YCR087C-A	KEX2																		
		DOT6																	RAD51							TPM2																	CDC12									MAK11	YGR012W																		
		MAF1																	SDS23							TRS20																	HCR1									MTR3	RPL27A																		
		YGR168C																	YIR035C							YDR248C																	DPH2									NAN1	FUM1																		
		RGT1																	URA3																								RPO31									NNF1	BMH1																		
		HIR1																	VBA3																								TRM112									YPL108W	TUM1																		
		FRT2																	YHL008C																								LEU1									NOC3	TIM23																		
		GAT2																	YCR061W																								NUP157									NUC1	POP2																		
		LYS14																	YEL020C																								SET1									PHO3	TIM17																		
		HAP5																	YLR281C																								BPT1									RBG2	ARP4																		
		RPI1																	YHR175W-A																								UBR1									RCL1	MIR1																		
		YBL029W																	YLR046C																								BRE1									RKI1	SWD3																		
		VHR1																	YNL040W																								TAE1									RPC53	YDR415C																		
		FHL1																	YPL088W																								YBL104C									RRN11	YBR074W																		
		IRC10																	YPR027C																								ORC2									SGD1	SEC62																		
		MLH2																	DIP5																								CTK3									SLX9	NUP49																		
		YKU80																	PTR2																								REF2									SRP40	CCA1																		
		BUD5																	RPTR-Sc-AF292559-1_at																								RFA2									SUA5	PRP19																		
		PEX1																	YLL058W																								RHO2									TRM11	GRH1																		
		MPH2																																									PKR1									TRM13	TFB2																		
		YPR003C																																									SPT16									URB1	WHI4																		
		VHS1																																									HRB1									YLR063W	COF1																		
		YGR201C																																									KAP104									YNL095C	RPL10																		
		PAC11																																									CSM1									DUS3	DCW1																		
		SGF29																																									YLR243W									LEU9	YNL320W																		
		YDL206W																																									YEL043W									POC4	YPR063C																		
		UBR2																																									SLH1									RRP3	SUR4																		
		YGP1																																									EFM1									YLR287C	VBA4																		
		SNA4																																									YMR259C										ERV46																		
		UPS3																																									SEC63										FEN1																		
		YGR045C																																									RKM3										YKR070W																		
		YNL018C																																									RRN6										SOP4																		
		YNL034W																																									MOT2										SWP1																		
		ADI1																																									NUM1										MCA1																		
		APJ1																																									YLR419W										UBC7																		
		VHS3																																									TRP4										YMR295C																		
		YPC1																																									RPL24B										RPL27B																		
		YPR196W																																									GIR2										RPL38																		
		NTA1																																									UBP1										TMN3																		
		MMM1																																									PAP2										SCW4																		
		PMT3																																									YBR028C										NIF3																		
		PMT5																																									MDL1										YCR024C-B																		
		ECM3																																									IRA2										RAM2																		
		BRE4																																									SPG3										CBR1																		
		BSC2																																									NET1										ALG12																		
		RIB2																																									SFH1										YMR221C																		
		SKG3																																									SKI6										ALG2																		
		MRS4																																									ABZ1										CDC50																		
		NMA2																																									AIP1										GDA1																		
		CTL1																																									ASN1										DUT1																		
		ECM27																																									MYO4										ERP2																		
		DAS1																																									SFH5										IRC22																		
		RSF2																																									NOT3										SEC24																		
		RPD3																																									BNI1										TOM40																		
		HAP1																																									ORC3										SIN4																		
		HMS1																																									ILV6										MOB1																		
		OSW5																																									TAF4										YER152C																		
		VID28																																									FOL3										FUN26																		
		IML3																																									CAF130										PEX31																		
		LDB17																																									FCP1										SEC4																		
		LGE1																																									DEF1										RPL43A																		
		YJR115W																																									TRR1										DOM34																		
		MSN2																																									MAP2										TUP1																		
		YKL222C																																									NMA111										KAE1																		
		MTL1																																									YDR370C										RPL23A																		
		ZRG8																																									CDC10										CKB2																		
		SOL1																																									SCD6										CUE1																		
		YRO2																																									CDC39										SFT2																		
		NMA1																																									TRA1										RPS22A																		
		YMR253C																																									CGI121										FPR2																		
		PHO2																																									YCR043C										FPS1																		
		SPT5																																									SUB2										PHO88																		
		PML1																																									RNH70										FUR1																		
		YIR016W																																									CSF1										IMD4																		
		PUG1																																									SNF2										SAM4																		
		YTP1																																									DIS3										HSC82																		
		QDR1																																									SMC2										HSP10																		
		RLM1																																									RPA14										PHO13																		
		SSL2																																									HXK2										YDL073W																		
		YNR014W																																									ECM32										YSP2																		
		YOR062C																																									POP1										TVP18																		
		BOP3																																									GCD2										MIM1																		
		YNL234W																																									SWD2										RPL36A																		
		ZIP2																																									GCN1										PAN6																		
		YPS1																																									NUP188										CAP2																		
		REC104																																									HSL7										PMA1																		
		YDR182W-A																																									GNT1										HCH1																		
		YIA6																																									MSH1										CWH43																		
		RNR3																																									PRO1										DOP1																		
		YPR015C																																									INP51										SFB2																		
		WSC4																																									TSC11										PTM1																		
		YPS3																																									MCM3										LCB2																		
		YOR034C-A																																									MCM7										GGA2																		
		SIA1																																									MCX1										PHS1																		
		YPL277C																																									TAD1										YVC1																		
		ACA1																																									MLC1										PHO91																		
		SPO73																																									UME1										ARO1																		
		SUR1																																									NIP1										CAB1																		
		YPL060W																																									SPT6										RPS25B																		
		TMN2																																									NUP60										STB4																		
		YBR196C-A																																									SRM1										PMU1																		
		YBR196C-B																																									SPH1										GPM3																		
		UGA2																																									SIR4										RFC5																		
		YMR182W-A																																									RHO3										PRP39																		
		YPL168W																																									RPB9										CPT1																		
		YGR204C-A																																									SMD1										PMT6																		
		YOR032W-A																																									STE20										PUB1																		
		YML007C-A																																									YGR210C										BST1																		
		YDR506C																																									AAT1										GPI11																		
		YEL073C																																									INP53										BUD32																		
		YHL048C-A																																									OXP1										RSC3																		
		YJL077W-B																																									MDM10										SOL2																		
		SNG1																																									ALD5										HAT2																		
		YRR1																																									ALG14										SLA2																		
		YPL014W																																									APA1										CDC73																		
		YBL095W																																									OLA1										SYN8																		
		ARR2																																									ARF3										YIP1																		
		ARR3																																									RAD27										HUT1																		
		HNT3																																									FOL1										TOM22																		
		YLR225C																																									SNT1										YLR118C																		
		BSC4																																									DLT1										CPR5																		
		IRC15																																									BUD2										SLC1																		
		CDC26																																									IQG1										NAS6																		
		YLR257W																																									YLL032C										RPB11																		
		CRR1																																									CAB4										TVP23																		
		ECM10																																									RNA15										DNF2																		
		CUP9																																									MSB1										MNL1																		
		CYC7																																									CCH1										GPI16																		
		PUF2																																									CCS1										YPR114W																		
		REX3																																									OYE2										ESS1																		
		IME1																																									CLU1										YLR361C-A																		
		UBP5																																									POP5										SFB3																		
		ECM9																																									ILM1										TIM22																		
		EEB1																																									CLA4										KTR6																		
		FET4																																									EXG1										EPT1																		
		GIT1																																									CTF4										SLM4																		
		THI72																																									SCT1										GCN20																		
		GUD1																																									CYS3										YRA2																		
		HMX1																																									SAM1										KTR3																		
		LSB6																																									PPT1										SEN1																		
		IML1																																									THI80										YIP4																		
		IMP2'																																									FLD1										GPI13																		
		INO2																																									DOT1										YGR017W																		
		JLP1																																									DPB4										RPO21																		
		YLL056C																																									YMR310C										TRX2																		
		KNH1																																									RFA1										GVP36																		
		SKS1																																									ETT1										HHT1																		
		LCL1																																									RAP1										RPE1																		
		MGA1																																									MCM6										LCB1																		
		MIH1																																									FCY2										MNN2																		
		MOD5																																									RIA1										YIP5																		
		MSF1																																									FPR3										MMS2																		
		NCA3																																									GAA1										PMP1																		
		NKP2																																									NMD5										RPTR-Sc-M10961-2_at																		
		NRG1																																									MET18										RPTR-Sc-ECOLOXL_x_at																		
		OAR1																																									NUP133										YDR333C																		
		OPT2																																									GLN4										VPS55																		
		OSW2																																									TIM13										ARC18																		
		PCA1																																									SHE3										IDH2																		
		PDC6																																									GSH2										ACP1																		
		PIG1																																									QRI1										RIB3																		
		PRM4																																									HHO1										HEM12																		
		PRY1																																									TSC10										PAT1																		
		RCK1																																									IOC2										RPL40A																		
		RTA1																																									SPO12										LCB3																		
		SLS1																																									YML119W										AFG1																		
		SRO77																																									JLP2										MGR2																		
		SSU1																																									RAD24										AIM29																		
		SUT1																																									LEA1										THG1																		
		TGL2																																									UTP22										KEG1																		
		TPO3																																									UIP5										CWH41																		
		URN1																																									MON2										STD1																		
		VPS73																																									MYO1										YNL108C																		
		YAL016C-B																																									NAT1										ATS1																		
		YBR182C-A																																									NUP100										STE14																		
		YOR008C-A																																									YDR266C										AYR1																		
		YDL129W																																									PTH2										MMF1																		
		YDR336W																																									RFU1										SEC11																		
		YER187W																																									SRO9										BSC6																		
		YHR022C																																									RRP42										DIE2																		
		YHR182W																																									RSN1										CSN12																		
		YIR007W																																									TCB2										CDC53																		
		YJR149W																																									SDO1										CAF40																		
		YKR017C																																									SDT1										CBC2																		
		YMR315W-A																																									SMM1										PEX25																		
		YNR066C																																									SMY2										CKA2																		
		YOR316C-A																																									STU2										HEM4																		
		ARG80																																									ZPR1										PRI1																		
		CMC4																																									TIF5										GWT1																		
		IML2																																									YAR1										CST26																		
		MAL33																																									ADH6										CWP2																		
		RPTR-Sc-AJ002682-1_s_at																																									RFA3										TRS33																		
		YAL065C																																									ARO4										DAD4																		
		YER053C-A																																									AST1										TMA108																		
		YNR064C																																									ATM1										TCB3																		
																																											BLM10										NUP192																		
																																											BUD16										YML079W																		
																																											BUD3										VPS33																		
																																											CBF2										POL31																		
																																											CBP1										YNL010W																		
																																											CDC28										ERP5																		
																																											CDC43										ENO2																		
																																											CDC6										YJL193W																		
																																											CEX1										LAG1																		
																																											COG8										TVP15																		
																																											CYC8										ERV15																		
																																											DCG1										FAU1																		
																																											NRK1										NNT1																		
																																											MAK3										MSG5																		
																																											DYN1										FSH3																		
																																											ECM30										MRS1																		
																																											FAA3										MRI1																		
																																											FSH1										GET1																		
																																											GCR1										GIP3																		
																																											ISU2										GOT1																		
																																											GZF3										GRX2																		
																																											HIS3										URC2																		
																																											HIS6										HLJ1																		
																																											HLR1										HSP150																		
																																											HOM3										SED1																		
																																											HRP1										MIG3																		
																																											RNA14										SSB2																		
																																											YML108W										OMA1																		
																																											ICP55										MYO5																		
																																											INM1										AFG2																		
																																											KTI11										YGR054W																		
																																											LOS1										YJR124C																		
																																											MAE1										KAP122																		
																																											MAP1										IST2																		
																																											MET31										MNN5																		
																																											MMT1										YER010C																		
																																											MNN1										MRH1																		
																																											MNT2										SKI8																		
																																											STE23										VCX1																		
																																											MSA2										UBA1																		
																																											NPA3										YMR010W																		
																																											NPT1										STE24																		
																																											NUP120										PPZ1																		
																																											OAC1										PSY2																		
																																											PGM1										YKL033W-A																		
																																											PGM3										RPL34A																		
																																											PMD1										RPL33B																		
																																											POL5										RPS25A																		
																																											POM34										RPS17B																		
																																											PRP2										YIH1																		
																																											PTP3										SEC59																		
																																											RAI1										YDL144C																		
																																											RAS1										TOM71																		
																																											YPT31										PTC5																		
																																											RKM1										YHR162W																		
																																											RMI1										DPP1																		
																																											RSC30										AIM2																		
																																											SEN54										AFFX-TrpnX-5_at																		
																																											SLN1										NAP1																		
																																											SNF1										AIM45																		
																																											SPC105										ALG7																		
																																											SSO2										ALG3																		
																																											SWI1										ANP1																		
																																											TEA1										AQR1																		
																																											TOR1										YLR301W																		
																																											TSR3										ARO3																		
																																											UBC12										GLN1																		
																																											UNG1										ERD1																		
																																											URA6										YPL041C																		
																																											VPS53										ISC1																		
																																											WHI3										YDR348C																		
																																											YBR138C										HIF1																		
																																											YBT1										RAD9																		
																																											YCL047C										BUD7																		
																																											YCR051W										BUL1																		
																																											YDL177C										BUL2																		
																																											YDR222W										BZZ1																		
																																											YEL007W										ENT2																		
																																											YGL101W										EDC3																		
																																											YJL181W										LYP1																		
																																											YJR030C										CDC4																		
																																											YJR111C										CDD1																		
																																											YJR129C										YDL012C																		
																																											YNL035C										PDR5																		
																																											YPL068C										CHO2																		
																																											APL6										SEC22																		
																																											ATX2										SAM50																		
																																											IRC8										NTE1																		
																																											MOT3										YNR061C																		
																																											PML39										CPR8																		
																																											RHR2										NPC2																		
																																											YJR003C										PPH22																		
																																											YMC2										CSR1																		
																																											YML053C										TIM50																		
																																																					CUE4																		
																																																					CYS4																		
																																																					DFG10																		
																																																					FSH2																		
																																																					DOT5																		
																																																					TWF1																		
																																																					YER134C																		
																																																					DSK2																		
																																																					MLF3																		
																																																					EFR3																		
																																																					ERG4																		
																																																					SNF4																		
																																																					ERI1																		
																																																					ERP4																		
																																																					ERP6																		
																																																					YFH1																		
																																																					ERV29																		
																																																					GFA1																		
																																																					FAT1																		
																																																					FMN1																		
																																																					GET2																		
																																																					VPS66																		
																																																					GMH1																		
																																																					SED4																		
																																																					YEA4																		
																																																					GPI8																		
																																																					GRE2																		
																																																					PIN4																		
																																																					HAM1																		
																																																					HEK2																		
																																																					ZRC1																		
																																																					MRS3																		
																																																					HOC1																		
																																																					HMF1																		
																																																					HTA2																		
																																																					HTB2																		
																																																					OPT1																		
																																																					PGA3																		
																																																					YIL001W																		
																																																					YMR209C																		
																																																					YMD8																		
																																																					LSM5																		
																																																					SAM35																		
																																																					MIC17																		
																																																					RSC9																		
																																																					SVL3																		
																																																					MVB12																		
																																																					NDC1																		
																																																					NGL1																		
																																																					NIT3																		
																																																					PEX8																		
																																																					OCA5																		
																																																					SML1																		
																																																					SRV2																		
																																																					PBY1																		
																																																					SNQ2																		
																																																					TAF11																		
																																																					PER33																		
																																																					PHA2																		
																																																					UTR2																		
																																																					PMP2																		
																																																					STO1																		
																																																					UBC9																		
																																																					RBD2																		
																																																					YGL159W																		
																																																					RNQ1																		
																																																					RNR2																		
																																																					RNR4																		
																																																					RPL14B																		
																																																					RPL13A																		
																																																					RPS1A																		
																																																					RPL4B																		
																																																					RPL9A																		
																																																					RPP0																		
																																																					RPS28B																		
																																																					YCR023C																		
																																																					YFR018C																		
																																																					SER2																		
																																																					YMR122W-A																		
																																																					SMX2																		
																																																					YJR112W-A																		
																																																					SNA2																		
																																																					YCH1																		
																																																					TOM20																		
																																																					YDL086W																		
																																																					YDL241W																		
																																																					YDR352W																		
																																																					YDR357C																		
																																																					YJL047C-A																		
																																																					YJL127C-B																		
																																																					YML018C																		
																																																					YOL166W-A																		
																																																					ZEO1																		
																																																					AAP1																		
																																																					ABF2																		
																																																					ABP1																		
																																																					AFFX-TrpnX-M_at																		
																																																					AIM1																		
																																																					AIM38																		
																																																					ALD6																		
																																																					ANT1																		
																																																					APQ12																		
																																																					PDE2																		
																																																					ASG1																		
																																																					BOI1																		
																																																					ATF2																		
																																																					ATG5																		
																																																					ATO3																		
																																																					SPE2																		
																																																					MUP1																		
																																																					BCH2																		
																																																					CPS1																		
																																																					IDP1																		
																																																					BNA7																		
																																																					BPL1																		
																																																					BUB2																		
																																																					CAN1																		
																																																					CAR1																		
																																																					URA1																		
																																																					URA4																		
																																																					CAR2																		
																																																					CCC1																		
																																																					CKS1																		
																																																					COQ10																		
																																																					COS9																		
																																																					CSH1																		
																																																					YEH2																		
																																																					CTR2																		
																																																					CUP1-1																		
																																																					CWP1																		
																																																					HOR2																		
																																																					DFR1																		
																																																					DSF2																		
																																																					ECL1																		
																																																					ECM19																		
																																																					CHS7																		
																																																					ELO1																		
																																																					EOS1																		
																																																					ERO1																		
																																																					ERP3																		
																																																					ERS1																		
																																																					ERV41																		
																																																					EXG2																		
																																																					FAA1																		
																																																					FLX1																		
																																																					FMP41																		
																																																					YJR015W																		
																																																					FRE7																		
																																																					YMR147W																		
																																																					GAL83																		
																																																					GAS5																		
																																																					GCN4																		
																																																					GDS1																		
																																																					GPM1																		
																																																					GTT3																		
																																																					GYP6																		
																																																					HBS1																		
																																																					HMO1																		
																																																					HMS2																		
																																																					HOT13																		
																																																					NHP6A																		
																																																					HPA3																		
																																																					HTZ1																		
																																																					IAH1																		
																																																					SPE3																		
																																																					PTC2																		
																																																					KEI1																		
																																																					LPP1																		
																																																					LRO1																		
																																																					LSB3																		
																																																					MCD4																		
																																																					MCM5																		
																																																					MDE1																		
																																																					MKC7																		
																																																					MRN1																		
																																																					SIR2																		
																																																					MSH3																		
																																																					MTR10																		
																																																					MXR1																		
																																																					NDE1																		
																																																					NMT1																		
																																																					NPP2																		
																																																					NRD1																		
																																																					NSE5																		
																																																					OAZ1																		
																																																					YDR089W																		
																																																					SEC12																		
																																																					PPR1																		
																																																					PRD1																		
																																																					PSF2																		
																																																					PTI1																		
																																																					RIB4																		
																																																					ROT2																		
																																																					RPL18B																		
																																																					RPL22B																		
																																																					RPS9A																		
																																																					SAC1																		
																																																					SCJ1																		
																																																					SGF11																		
																																																					SLM5																		
																																																					SMF1																		
																																																					SOD1																		
																																																					SSA2																		
																																																					SSE1																		
																																																					SSU72																		
																																																					SUT2																		
																																																					TIP1																		
																																																					TOA2																		
																																																					TPI1																		
																																																					TPO1																		
																																																					TYW1																		
																																																					WWM1																		
																																																					YAH1																		
																																																					YBL071C-B																		
																																																					YBR071W																		
																																																					YBR096W																		
																																																					SRB2																		
																																																					YDR042C																		
																																																					YEL047C																		
																																																					YLH47																		
																																																					YER163C																		
																																																					YFR039C																		
																																																					YGR266W																		
																																																					YHK8																		
																																																					YHR045W																		
																																																					YHR050W-A																		
																																																					YKL047W																		
																																																					YLR099W-A																		
																																																					YLR126C																		
																																																					YLR179C																		
																																																					YLR413W																		
																																																					YMR013W-A																		
																																																					YMR230W-A																		
																																																					YOL014W																		
																																																					ZWF1																		
																																																					APT2																		
																																																					CTF3																		
																																																					DUG2																		
																																																					ERD2																		
																																																					GPD2																		
																																																					GRX4																		
																																																					KTR5																		
																																																					PEA2																		
																																																					RNH203																		
																																																					RPTR-Sc-AF292559-2_s_at																		
																																																					SOK2																		
																																																					YER034W																		
																																																					YHI9																		
																																																					YLR342W-A																		
																																																					YOL086W-A																		
																																																					YOR356W																		
